Timestamp,FPS,Inference Time (s),Latency (s),RAM Usage (%),CPU Usage (%),GPU Usage (%)
2025-07-03T09:52:45.351690,3.82,0.0948,0.1031,85.4,9.3,34.0
2025-07-03T09:52:45.607343,3.82,0.0935,0.1001,85.4,8.0,34.0
2025-07-03T09:52:45.869509,3.82,0.0924,0.1025,85.4,12.9,34.0
2025-07-03T09:52:46.134815,3.82,0.0923,0.1026,85.4,10.9,34.0
2025-07-03T09:52:46.384584,3.82,0.0905,0.0977,85.5,9.5,34.0
2025-07-03T09:52:46.655729,3.82,0.0923,0.1,85.5,10.2,35.0
2025-07-03T09:52:46.912521,3.82,0.0916,0.0991,85.4,17.3,35.0
2025-07-03T09:52:47.178356,3.82,0.1056,0.1151,85.4,20.0,35.0
2025-07-03T09:52:47.441686,3.82,0.0949,0.1039,85.5,41.3,35.0
2025-07-03T09:52:47.706231,3.82,0.0918,0.1002,85.4,25.9,31.0
2025-07-03T09:52:47.969577,3.82,0.0948,0.1014,85.4,16.8,31.0
2025-07-03T09:52:48.236482,3.82,0.0873,0.098,85.3,16.0,31.0
2025-07-03T09:52:48.487915,3.82,0.0892,0.0979,85.3,10.3,31.0
2025-07-03T09:52:48.736903,3.82,0.0875,0.0965,85.3,18.5,8.0
2025-07-03T09:52:49.002620,3.82,0.0988,0.1059,85.4,6.8,8.0
2025-07-03T09:52:49.267436,3.82,0.0923,0.1019,85.3,9.9,8.0
2025-07-03T09:52:49.532586,3.82,0.0999,0.1079,85.5,18.2,8.0
2025-07-03T09:52:49.803498,3.82,0.0931,0.1011,85.3,10.7,8.0
2025-07-03T09:52:50.061890,3.82,0.0951,0.1026,85.4,12.5,8.0
2025-07-03T09:52:50.311659,3.82,0.0914,0.1004,85.4,12.6,8.0
2025-07-03T09:52:50.606540,3.82,0.092,0.1,85.4,9.4,8.0
2025-07-03T09:52:50.856873,3.82,0.0903,0.0974,85.3,10.1,32.0
2025-07-03T09:52:51.109463,3.82,0.0904,0.0979,85.4,6.7,32.0
2025-07-03T09:52:51.369445,3.82,0.0903,0.0993,85.4,10.7,32.0
2025-07-03T09:52:51.634514,3.82,0.0944,0.1011,85.4,9.0,33.0
2025-07-03T09:52:51.900055,3.82,0.0936,0.1042,85.4,15.0,33.0
2025-07-03T09:52:52.161966,3.82,0.0974,0.1079,85.4,11.9,33.0
2025-07-03T09:52:52.430636,3.82,0.0932,0.1008,85.4,10.3,33.0
2025-07-03T09:52:52.694507,3.82,0.0923,0.1,85.4,9.8,32.0
2025-07-03T09:52:52.957316,3.82,0.0917,0.1002,85.4,11.0,32.0
2025-07-03T09:52:53.233870,3.82,0.0999,0.1074,85.4,13.5,32.0
2025-07-03T09:52:53.487849,3.82,0.0873,0.0964,85.4,17.2,32.0
2025-07-03T09:52:53.751697,3.82,0.0903,0.0989,85.4,19.9,39.0
2025-07-03T09:52:54.014071,3.82,0.0914,0.1009,85.4,13.6,39.0
2025-07-03T09:52:54.264045,3.82,0.0915,0.0986,85.4,10.0,39.0
2025-07-03T09:52:54.513628,3.82,0.0863,0.0944,85.4,6.8,39.0
2025-07-03T09:52:54.764339,3.82,0.0899,0.099,85.4,11.8,34.0
2025-07-03T09:52:55.012961,3.82,0.0914,0.0995,85.4,8.7,34.0
2025-07-03T09:52:55.265643,3.82,0.0942,0.1022,85.3,16.0,34.0
2025-07-03T09:52:55.530239,3.82,0.0931,0.1016,85.4,11.8,34.0
2025-07-03T09:52:55.782303,3.82,0.0896,0.0966,85.4,8.4,33.0
2025-07-03T09:52:56.065904,3.82,0.1065,0.114,85.5,11.5,33.0
2025-07-03T09:52:56.325718,3.82,0.0888,0.0953,85.3,9.0,33.0
2025-07-03T09:52:56.576585,3.82,0.0875,0.096,85.4,10.1,33.0
2025-07-03T09:52:56.823702,3.82,0.0882,0.0958,85.4,11.0,35.0
2025-07-03T09:52:57.073769,3.82,0.088,0.099,85.4,7.4,35.0
2025-07-03T09:52:57.355157,3.82,0.0918,0.1001,85.3,7.7,35.0
2025-07-03T09:52:57.618021,3.82,0.0904,0.0999,85.3,8.6,35.0
2025-07-03T09:52:57.880683,3.82,0.0965,0.1042,85.4,9.6,34.0
2025-07-03T09:52:58.147409,3.82,0.0922,0.1018,85.5,5.8,34.0
2025-07-03T09:52:58.429462,3.82,0.1132,0.1204,85.3,11.9,34.0
2025-07-03T09:52:58.694585,3.82,0.0942,0.1033,85.4,11.8,28.0
2025-07-03T09:52:58.959459,3.82,0.0968,0.1059,85.4,13.2,28.0
2025-07-03T09:52:59.209176,3.82,0.0898,0.0993,85.4,13.5,28.0
2025-07-03T09:52:59.474415,3.82,0.0897,0.0987,85.4,11.9,28.0
2025-07-03T09:52:59.739549,3.82,0.0918,0.1029,85.4,13.5,33.0
2025-07-03T09:53:00.005574,3.82,0.091,0.1,85.3,11.9,33.0
2025-07-03T09:53:00.271772,3.82,0.0982,0.1065,85.3,17.5,33.0
2025-07-03T09:53:00.534734,3.82,0.0914,0.1,85.4,11.5,33.0
2025-07-03T09:53:00.806893,3.82,0.0987,0.1072,85.4,11.6,33.0
2025-07-03T09:53:01.063050,3.82,0.09,0.0995,85.3,11.3,33.0
2025-07-03T09:53:01.328219,3.82,0.0914,0.1007,85.3,9.4,33.0
2025-07-03T09:53:01.592829,3.82,0.0934,0.1009,85.3,9.3,33.0
2025-07-03T09:53:01.845776,3.82,0.084,0.0931,85.4,12.0,32.0
2025-07-03T09:53:02.096370,3.82,0.0877,0.0963,85.4,11.1,32.0
2025-07-03T09:53:02.360866,3.82,0.0939,0.1015,85.3,10.7,32.0
2025-07-03T09:53:02.626828,3.82,0.0972,0.1042,85.3,10.8,32.0
2025-07-03T09:53:02.889086,3.82,0.0926,0.1013,85.3,7.5,33.0
2025-07-03T09:53:03.138742,3.82,0.091,0.0985,85.2,12.8,33.0
2025-07-03T09:53:03.405256,3.82,0.0934,0.0999,85.2,8.1,33.0
2025-07-03T09:53:03.670470,3.82,0.0952,0.1039,85.3,15.6,33.0
2025-07-03T09:53:03.940053,3.82,0.0921,0.1001,85.3,13.7,43.0
2025-07-03T09:53:04.199892,3.82,0.0937,0.1028,85.3,14.6,43.0
2025-07-03T09:53:04.465944,3.82,0.0962,0.1066,85.3,12.9,43.0
2025-07-03T09:53:04.730809,3.82,0.0925,0.1008,85.4,15.8,33.0
2025-07-03T09:53:04.980022,3.82,0.088,0.0965,85.3,10.0,33.0
2025-07-03T09:53:05.255886,3.82,0.0966,0.104,85.3,22.1,33.0
2025-07-03T09:53:05.498331,3.82,0.085,0.0931,85.4,13.3,33.0
2025-07-03T09:53:05.779318,3.82,0.1089,0.1174,85.4,14.5,33.0
2025-07-03T09:53:06.031899,3.82,0.089,0.0965,85.4,11.6,33.0
2025-07-03T09:53:06.281735,3.82,0.0876,0.0959,85.4,17.4,33.0
2025-07-03T09:53:06.546010,3.82,0.0958,0.1024,85.4,14.0,33.0
2025-07-03T09:53:06.808130,3.82,0.0994,0.1076,85.5,12.9,36.0
2025-07-03T09:53:07.057722,3.82,0.0875,0.0955,85.5,8.3,36.0
2025-07-03T09:53:07.319524,3.82,0.088,0.0976,85.4,9.7,36.0
2025-07-03T09:53:07.582910,3.82,0.0931,0.1016,85.4,19.5,36.0
2025-07-03T09:53:07.849497,3.82,0.097,0.1065,85.6,11.3,34.0
2025-07-03T09:53:08.099600,3.82,0.0879,0.095,85.5,9.5,34.0
2025-07-03T09:53:08.354274,3.82,0.0907,0.0983,85.6,9.7,34.0
2025-07-03T09:53:08.614368,3.82,0.0895,0.0986,85.5,12.8,34.0
2025-07-03T09:53:08.877859,3.82,0.0974,0.1045,85.6,19.5,35.0
2025-07-03T09:53:09.142711,3.82,0.0893,0.0978,85.4,15.7,35.0
2025-07-03T09:53:09.407402,3.82,0.0925,0.1009,85.4,14.5,35.0
2025-07-03T09:53:09.673816,3.82,0.091,0.1005,85.4,8.8,35.0
2025-07-03T09:53:09.923582,3.82,0.0892,0.0983,85.4,8.3,34.0
2025-07-03T09:53:10.172644,3.82,0.0845,0.092,85.4,11.9,34.0
2025-07-03T09:53:10.430187,3.82,0.0913,0.0994,85.4,10.1,34.0
2025-07-03T09:53:10.688232,3.82,0.0933,0.1013,85.3,10.2,37.0
2025-07-03T09:53:10.949437,3.82,0.0899,0.0993,85.4,14.6,37.0
2025-07-03T09:53:11.216341,3.82,0.0997,0.1073,85.5,13.6,37.0
2025-07-03T09:53:11.473602,3.82,0.0914,0.0985,85.3,11.9,37.0
2025-07-03T09:53:11.753559,3.82,0.0981,0.1055,85.4,11.2,34.0
2025-07-03T09:53:12.005508,3.82,0.0887,0.0963,85.4,11.2,34.0
2025-07-03T09:53:12.287357,3.82,0.1075,0.1166,85.4,12.9,34.0
2025-07-03T09:53:12.552162,3.82,0.0892,0.0962,85.4,16.1,34.0
2025-07-03T09:53:12.815783,3.82,0.0986,0.1063,85.4,8.0,75.0
2025-07-03T09:53:13.079891,3.82,0.0976,0.1065,85.4,15.2,75.0
2025-07-03T09:53:13.342766,3.82,0.0972,0.1044,85.5,10.5,75.0
2025-07-03T09:53:13.606548,3.82,0.0907,0.0989,85.4,9.8,75.0
2025-07-03T09:53:13.871757,3.82,0.0925,0.1032,85.4,9.6,9.0
2025-07-03T09:53:14.138212,3.82,0.0908,0.0997,85.4,7.8,9.0
2025-07-03T09:53:14.397754,3.82,0.0884,0.0974,85.4,7.4,9.0
2025-07-03T09:53:14.677097,3.82,0.109,0.1171,85.4,12.1,9.0
2025-07-03T09:53:14.947416,3.82,0.0953,0.1056,85.4,10.6,33.0
2025-07-03T09:53:15.216797,3.82,0.0968,0.1035,85.4,16.7,33.0
2025-07-03T09:53:15.473046,3.82,0.0905,0.098,85.5,12.9,33.0
2025-07-03T09:53:15.770416,3.82,0.1256,0.1331,85.4,15.2,33.0
2025-07-03T09:53:16.036369,3.82,0.0944,0.1041,85.4,9.8,33.0
2025-07-03T09:53:16.299139,3.82,0.0941,0.1016,85.4,14.0,33.0
2025-07-03T09:53:16.551728,3.82,0.089,0.0975,85.3,9.7,33.0
2025-07-03T09:53:16.818137,3.82,0.0946,0.1037,85.4,9.3,35.0
2025-07-03T09:53:17.076732,3.82,0.0923,0.0993,85.4,8.3,35.0
2025-07-03T09:53:17.330796,3.82,0.0927,0.1002,85.4,8.1,35.0
2025-07-03T09:53:17.596046,3.82,0.0942,0.1017,85.3,19.0,35.0
2025-07-03T09:53:17.859701,3.82,0.0925,0.1011,85.3,19.5,35.0
2025-07-03T09:53:18.124347,3.82,0.0936,0.1011,85.3,7.8,35.0
2025-07-03T09:53:18.389164,3.82,0.0991,0.1074,85.4,11.9,35.0
2025-07-03T09:53:18.639983,3.82,0.0899,0.0987,85.4,8.0,35.0
2025-07-03T09:53:18.904388,3.82,0.1044,0.1129,85.4,8.0,33.0
2025-07-03T09:53:19.153904,3.82,0.0895,0.0985,85.4,8.0,33.0
2025-07-03T09:53:19.418156,3.82,0.0913,0.0999,85.4,11.2,33.0
2025-07-03T09:53:19.681794,3.82,0.0925,0.1007,85.4,7.1,33.0
2025-07-03T09:53:19.946233,3.82,0.0877,0.0954,85.4,8.9,7.0
2025-07-03T09:53:20.207934,3.82,0.0933,0.1008,85.4,11.9,7.0
2025-07-03T09:53:20.462579,3.82,0.0908,0.0983,85.4,9.8,7.0
2025-07-03T09:53:20.713922,3.82,0.0935,0.101,85.4,11.0,7.0
2025-07-03T09:53:20.980361,3.82,0.1035,0.1123,85.4,8.8,7.0
2025-07-03T09:53:21.243503,3.82,0.1021,0.1111,85.4,17.2,7.0
2025-07-03T09:53:21.518960,3.82,0.092,0.0994,85.4,11.3,7.0
2025-07-03T09:53:21.770154,3.82,0.0899,0.0974,85.4,12.8,35.0
2025-07-03T09:53:22.035282,3.82,0.0925,0.1018,85.5,15.3,35.0
2025-07-03T09:53:22.284157,3.82,0.091,0.1003,85.4,13.4,35.0
2025-07-03T09:53:22.533305,3.82,0.0904,0.097,85.4,16.2,35.0
2025-07-03T09:53:22.795619,3.82,0.0904,0.0978,85.4,12.1,35.0
2025-07-03T09:53:23.059466,3.82,0.0943,0.102,85.4,11.2,35.0
2025-07-03T09:53:23.340194,3.82,0.0962,0.1046,85.4,11.6,35.0
2025-07-03T09:53:23.621716,3.82,0.0955,0.1019,85.4,12.5,35.0
2025-07-03T09:53:23.890167,3.82,0.093,0.1023,85.4,7.3,88.0
2025-07-03T09:53:24.153744,3.82,0.0925,0.1045,85.5,8.9,88.0
2025-07-03T09:53:24.405305,3.82,0.0893,0.0996,85.4,7.7,88.0
2025-07-03T09:53:24.667526,3.82,0.088,0.0965,85.4,7.8,88.0
2025-07-03T09:53:24.923516,3.82,0.0955,0.1036,85.4,8.4,7.0
2025-07-03T09:53:25.187086,3.82,0.0922,0.1009,85.4,9.2,7.0
2025-07-03T09:53:25.438222,3.82,0.0885,0.0968,85.4,5.3,7.0
2025-07-03T09:53:25.704128,3.82,0.0922,0.1013,85.4,7.4,7.0
2025-07-03T09:53:25.970454,3.82,0.0947,0.1027,85.4,9.8,12.0
2025-07-03T09:53:26.239408,3.82,0.092,0.1004,85.4,14.2,12.0
2025-07-03T09:53:26.529772,3.82,0.1049,0.1145,85.5,20.0,12.0
2025-07-03T09:53:26.793598,3.82,0.0933,0.1007,85.5,13.8,34.0
2025-07-03T09:53:27.056496,3.82,0.0891,0.0996,85.5,16.0,34.0
2025-07-03T09:53:27.320216,3.82,0.0927,0.1014,85.5,13.4,34.0
2025-07-03T09:53:27.584390,3.82,0.0877,0.0964,85.4,11.9,34.0
2025-07-03T09:53:27.848487,3.82,0.0969,0.1039,85.5,8.7,34.0
2025-07-03T09:53:28.112584,3.82,0.0903,0.0989,85.4,10.2,34.0
2025-07-03T09:53:28.361726,3.82,0.0866,0.0947,85.3,14.6,34.0
2025-07-03T09:53:28.625028,3.82,0.1002,0.1088,85.4,13.0,34.0
2025-07-03T09:53:28.897602,3.82,0.0976,0.106,85.4,12.2,12.0
2025-07-03T09:53:29.155053,3.82,0.0876,0.0944,85.4,10.6,12.0
2025-07-03T09:53:29.404498,3.82,0.0899,0.0989,85.4,6.6,12.0
2025-07-03T09:53:29.652707,3.82,0.0897,0.0972,85.4,8.1,12.0
2025-07-03T09:53:29.909814,3.82,0.0896,0.0983,85.4,8.1,7.0
2025-07-03T09:53:30.179236,3.82,0.1027,0.1122,85.4,6.9,7.0
2025-07-03T09:53:30.443818,3.82,0.0923,0.1012,85.4,9.9,7.0
2025-07-03T09:53:30.716239,3.82,0.1014,0.1093,85.5,9.2,7.0
2025-07-03T09:53:30.970771,3.82,0.0887,0.0967,85.4,9.1,33.0
2025-07-03T09:53:31.236298,3.82,0.0897,0.0985,85.4,11.3,33.0
2025-07-03T09:53:31.486388,3.82,0.0896,0.0966,85.4,13.5,33.0
2025-07-03T09:53:31.751659,3.82,0.0979,0.1059,85.4,17.0,33.0
2025-07-03T09:53:32.032346,3.82,0.0928,0.1013,85.4,14.7,33.0
2025-07-03T09:53:32.295972,3.82,0.0927,0.1013,85.4,15.7,33.0
2025-07-03T09:53:32.545034,3.82,0.0922,0.1008,85.4,12.7,33.0
2025-07-03T09:53:32.807629,3.82,0.095,0.1036,85.5,16.7,34.0
2025-07-03T09:53:33.056963,3.82,0.0869,0.0951,85.4,13.6,34.0
2025-07-03T09:53:33.350911,3.82,0.1344,0.1426,85.4,13.6,34.0
2025-07-03T09:53:33.617761,3.82,0.0999,0.1093,85.3,9.4,34.0
2025-07-03T09:53:33.879740,3.82,0.0915,0.1006,85.3,11.1,41.0
2025-07-03T09:53:34.153940,3.82,0.0986,0.1061,85.3,10.8,41.0
2025-07-03T09:53:34.409623,3.82,0.0971,0.1057,85.3,7.9,41.0
2025-07-03T09:53:34.660451,3.82,0.0918,0.0989,85.2,15.6,41.0
2025-07-03T09:53:34.920490,3.82,0.0903,0.0988,85.3,10.7,33.0
2025-07-03T09:53:35.185864,3.82,0.0947,0.1044,85.3,11.1,33.0
2025-07-03T09:53:35.450311,3.82,0.0941,0.1004,85.3,8.2,33.0
2025-07-03T09:53:35.712971,3.82,0.091,0.0997,85.3,10.1,33.0
2025-07-03T09:53:35.979837,3.82,0.0907,0.101,85.3,8.5,36.0
2025-07-03T09:53:36.245641,3.82,0.0949,0.1027,85.3,7.6,36.0
2025-07-03T09:53:36.511697,3.82,0.0988,0.1076,85.3,12.7,36.0
2025-07-03T09:53:36.775338,3.82,0.0989,0.1072,85.3,18.6,77.0
2025-07-03T09:53:37.038944,3.82,0.0914,0.1,85.3,16.4,77.0
2025-07-03T09:53:37.300326,3.82,0.09,0.0974,85.3,15.0,77.0
2025-07-03T09:53:37.578383,3.82,0.1046,0.1162,85.3,17.7,77.0
2025-07-03T09:53:37.832974,3.82,0.0934,0.1028,85.3,11.4,8.0
2025-07-03T09:53:38.096511,3.82,0.1037,0.1119,85.3,12.7,8.0
2025-07-03T09:53:38.359544,3.82,0.0973,0.1058,85.3,14.7,8.0
2025-07-03T09:53:38.624753,3.82,0.0973,0.1046,85.3,9.2,8.0
2025-07-03T09:53:38.898997,3.82,0.0987,0.1074,85.4,7.7,31.0
2025-07-03T09:53:39.152890,3.82,0.0959,0.1044,85.3,8.3,31.0
2025-07-03T09:53:39.430370,3.82,0.1029,0.1134,85.3,9.9,31.0
2025-07-03T09:53:39.708486,3.81,0.0959,0.1044,85.3,10.1,31.0
2025-07-03T09:53:39.973654,3.81,0.0923,0.1003,85.2,9.3,35.0
2025-07-03T09:53:40.238402,3.81,0.0974,0.1057,85.3,7.4,35.0
2025-07-03T09:53:40.488159,3.81,0.0895,0.0972,85.3,12.7,35.0
2025-07-03T09:53:40.751758,3.81,0.1003,0.109,85.3,9.2,35.0
2025-07-03T09:53:41.019502,3.81,0.089,0.0972,85.3,16.7,34.0
2025-07-03T09:53:41.283811,3.81,0.1019,0.1095,85.3,14.5,34.0
2025-07-03T09:53:41.547455,3.81,0.0943,0.104,85.4,14.3,34.0
2025-07-03T09:53:41.810288,3.81,0.0928,0.1014,85.3,18.9,35.0
2025-07-03T09:53:42.075580,3.81,0.1013,0.1098,85.3,14.8,35.0
2025-07-03T09:53:42.336431,3.81,0.0986,0.1062,85.3,12.9,35.0
2025-07-03T09:53:42.588637,3.81,0.0922,0.1009,85.3,9.6,35.0
2025-07-03T09:53:42.853690,3.81,0.1024,0.1093,85.3,13.0,77.0
2025-07-03T09:53:43.105452,3.81,0.0889,0.0976,85.3,10.7,77.0
2025-07-03T09:53:43.371644,3.81,0.0954,0.1037,85.3,12.1,77.0
2025-07-03T09:53:43.648490,3.81,0.1003,0.1094,85.4,12.5,77.0
2025-07-03T09:53:43.903863,3.81,0.0953,0.1039,85.3,9.6,8.0
2025-07-03T09:53:44.167471,3.81,0.0918,0.0995,85.3,7.8,8.0
2025-07-03T09:53:44.417362,3.81,0.0884,0.097,85.3,5.1,8.0
2025-07-03T09:53:44.680723,3.81,0.0948,0.1023,85.3,8.1,8.0
2025-07-03T09:53:44.947163,3.81,0.0904,0.1005,85.3,10.9,31.0
2025-07-03T09:53:45.209782,3.81,0.102,0.1116,85.3,9.2,31.0
2025-07-03T09:53:45.467585,3.81,0.0919,0.1,85.3,8.9,31.0
2025-07-03T09:53:45.722893,3.81,0.0935,0.1023,85.3,12.1,31.0
2025-07-03T09:53:45.988221,3.82,0.0934,0.1016,85.3,7.8,34.0
2025-07-03T09:53:46.236334,3.82,0.087,0.0947,85.3,15.7,34.0
2025-07-03T09:53:46.501768,3.82,0.0963,0.1049,85.3,9.9,34.0
2025-07-03T09:53:46.781931,3.81,0.0862,0.1142,85.4,10.9,35.0
2025-07-03T09:53:47.062983,3.81,0.0889,0.1146,85.3,15.6,35.0
2025-07-03T09:53:47.340185,3.81,0.0926,0.1179,85.4,12.7,35.0
2025-07-03T09:53:47.623538,3.81,0.0914,0.1214,85.4,12.8,35.0
2025-07-03T09:53:47.893965,3.81,0.0926,0.1011,85.4,14.9,34.0
2025-07-03T09:53:48.170746,3.81,0.0917,0.1199,85.3,8.4,34.0
2025-07-03T09:53:48.437373,3.81,0.0898,0.1166,85.4,12.5,34.0
2025-07-03T09:53:48.732683,3.81,0.103,0.1308,85.2,9.4,34.0
2025-07-03T09:53:49.015230,3.81,0.0918,0.1178,85.3,11.9,79.0
2025-07-03T09:53:49.278271,3.81,0.0901,0.1001,85.3,14.3,79.0
2025-07-03T09:53:49.558030,3.81,0.093,0.1201,85.3,11.6,79.0
2025-07-03T09:53:49.842802,3.81,0.1025,0.131,85.3,15.1,8.0
2025-07-03T09:53:50.124273,3.81,0.0877,0.1187,85.3,13.8,8.0
2025-07-03T09:53:50.417273,3.81,0.0958,0.125,85.3,14.8,8.0
2025-07-03T09:53:50.704078,3.81,0.1112,0.1217,85.3,8.7,8.0
2025-07-03T09:53:50.999632,3.81,0.0926,0.1188,85.3,9.4,31.0
2025-07-03T09:53:51.282049,3.81,0.0879,0.1131,85.3,6.9,31.0
2025-07-03T09:53:51.545701,3.81,0.0886,0.1002,85.2,11.8,31.0
2025-07-03T09:53:51.835169,3.81,0.0925,0.1191,85.2,10.3,34.0
2025-07-03T09:53:52.092370,3.81,0.0908,0.0989,85.3,13.0,34.0
2025-07-03T09:53:52.390726,3.8,0.1065,0.1328,85.3,17.7,34.0
2025-07-03T09:53:52.670133,3.8,0.0922,0.1206,85.2,8.0,34.0
2025-07-03T09:53:52.947670,3.8,0.0901,0.0994,85.2,11.4,34.0
2025-07-03T09:53:53.219234,3.8,0.0933,0.1192,85.2,10.3,34.0
2025-07-03T09:53:53.500543,3.8,0.0949,0.1205,85.3,14.0,34.0
2025-07-03T09:53:53.781526,3.8,0.0932,0.121,85.3,13.2,34.0
2025-07-03T09:53:54.060492,3.8,0.0894,0.1175,85.3,14.8,39.0
2025-07-03T09:53:54.323772,3.8,0.0911,0.1067,85.3,17.5,39.0
2025-07-03T09:53:54.606790,3.8,0.095,0.1245,85.3,11.0,39.0
2025-07-03T09:53:54.887976,3.8,0.0928,0.1229,85.3,11.8,35.0
2025-07-03T09:53:55.182289,3.8,0.091,0.1183,85.3,11.8,35.0
